Symbol,Security,GICS Sector,GICS Sub-Industry,Headquarters Location,10/15,10/16,10/17,10/18,10/19,10/20,10/21,10/22,10/23,10/24,10/25,10/26,10/27,10/28,10/29,10/30,10/31,11/1,11/2,11/3,11/4,11/5,11/6,11/7,11/8,11/9,11/10,11/11,11/12,11/13,11/14,11/15,11/16,11/17,11/18,11/19,11/20,11/21,11/22,11/23,11/24,11/25,11/26,11/27
SBUX,Starbucks,Consumer Discretionary,Restaurants,"Seattle, Washington",50,50,37,33,32,30,31,30,30,30,30,30,31,30,33,36,40,42,46,50,53,56,54,50,54,59,61,66,63,68,66,61,57,52,52,48,43,39,38,38,41,39,39,40
STT,State Street Corporation,Financials,Asset Management & Custody Banks,"Boston, Massachusetts",47,52,35,30,32,30,33,32,31,35,39,44,48,49,48,44,47,42,47,43,39,38,43,47,47,48,53,51,49,48,49,52,49,50,52,47,52,54,51,55,50,45,45,40
STLD,Steel Dynamics,Materials,Steel,"Fort Wayne, Indiana",44,49,53,48,43,44,44,49,47,46,49,50,50,49,45,49,45,48,53,46,47,42,39,35,38,36,39,35,32,36,34,30,35,32,35,34,37,34,30,31,32,33,33,34
STE,Steris,Health Care,Health Care Equipment,"Dublin, Ireland",43,38,48,53,57,62,64,62,57,52,47,50,45,50,46,43,39,38,41,36,34,36,36,37,38,37,42,37,41,46,48,53,50,48,52,57,57,57,58,61,62,64,68,67
SYK,Stryker Corporation,Health Care,Health Care Equipment,"Kalamazoo, Michigan",48,53,44,49,47,46,46,44,44,43,42,45,41,46,48,53,48,44,48,52,52,52,54,59,63,66,61,57,61,58,55,58,53,51,56,51,53,55,54,54,53,49,54,51
SYF,Synchrony Financial,Financials,Consumer Finance,"Stamford, Connecticut",48,46,40,40,43,38,37,38,43,41,39,39,43,48,43,38,41,42,46,43,41,36,39,44,39,37,35,31,30,30,30,32,31,31,36,40,38,41,41,39,36,40,45,42
SNPS,Synopsys,Information Technology,Application Software,"Sunnyvale, California",55,50,56,53,50,53,50,49,46,44,46,46,43,44,44,48,47,44,48,43,47,49,53,51,50,50,49,47,52,49,46,42,39,43,47,47,46,43,43,45,43,39,44,40
SYY,Sysco,Consumer Staples,Food Distributors,"Houston, Texas",43,48,46,43,47,49,51,55,50,46,44,46,46,45,50,49,47,45,42,43,39,41,40,38,40,39,40,40,41,38,33,30,34,38,36,37,39,34,35,31,30,30,30,35
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,"Bellevue, Washington",59,56,52,53,57,52,50,50,54,49,49,52,47,51,51,55,53,53,48,56,58,56,59,60,64,68,65,63,68,64,69,68,64,69,69,69,66,70,70,70,67,69,70,70
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,"Baltimore, Maryland",48,49,46,44,40,35,35,37,33,37,37,38,42,41,36,32,30,30,33,34,31,31,33,31,30,30,30,34,32,31,30,35,33,33,35,36,39,38,38,36,39,35,35,32
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,"New York City, New York",43,39,44,46,46,50,48,49,51,50,46,51,46,49,50,46,48,49,46,52,51,51,46,48,44,48,53,57,60,57,62,62,61,61,64,65,67,66,67,67,70,70,68,66
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",47,46,42,38,33,31,30,30,31,33,30,31,30,30,31,30,33,36,36,44,40,44,44,46,50,46,50,46,50,45,46,50,45,44,45,49,52,52,53,58,61,61,66,61
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",49,50,62,64,60,57,60,59,62,60,61,59,62,67,62,63,64,63,64,64,68,64,64,60,63,59,58,58,60,55,55,52,50,55,57,54,50,45,50,53,54,58,57,53
TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,"Minneapolis, Minnesota",52,52,38,37,39,35,38,34,33,36,37,39,37,39,42,38,41,45,43,46,41,43,44,45,43,42,45,41,42,43,44,45,46,43,44,43,39,36,40,42,46,46,41,43
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,"Schaffhausen, Switzerland",48,46,61,62,57,60,60,64,68,64,61,62,57,53,55,56,58,59,55,65,64,61,65,65,63,68,70,65,60,57,56,53,57,61,56,61,60,65,67,69,67,66,61,60
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,"Thousand Oaks, California",59,63,51,49,48,51,46,45,41,46,51,48,48,48,52,57,53,48,51,42,37,34,34,32,35,38,36,33,30,30,30,30,34,34,36,37,38,36,31,30,30,30,34,30
TFX,Teleflex,Health Care,Health Care Equipment,"Wayne, Pennsylvania",50,51,49,48,43,41,46,51,51,56,56,60,59,54,54,58,59,57,55,52,54,55,57,54,53,49,51,52,50,46,41,36,40,40,36,33,30,35,33,33,33,30,32,33
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,"North Reading, Massachusetts",60,63,55,57,57,55,54,56,52,53,58,54,49,45,43,48,49,54,50,57,54,50,54,58,56,58,55,58,54,57,57,53,58,63,58,54,58,53,58,62,57,61,56,53
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,"Austin, Texas",41,46,49,47,46,50,55,56,55,60,65,63,68,64,60,59,54,55,53,47,45,42,40,44,39,42,47,48,49,47,49,45,46,46,43,45,47,48,48,50,53,57,57,54
TXN,Texas Instruments,Information Technology,Semiconductors,"Dallas, Texas",41,36,57,61,56,55,56,60,55,52,56,52,55,50,48,46,44,42,47,43,40,44,46,41,38,43,38,37,41,46,51,56,57,55,53,48,46,47,43,42,40,45,40,36
TXT,Textron,Industrials,Aerospace & Defense,"Providence, Rhode Island",44,45,38,38,42,40,39,37,32,37,33,32,36,33,31,30,30,33,30,30,30,30,30,34,30,32,30,33,36,31,36,38,38,39,36,34,30,33,32,33,30,30,33,32
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,"Waltham, Massachusetts",44,44,44,45,42,40,38,38,35,39,38,38,33,32,34,37,37,38,38,30,34,30,30,30,30,30,34,38,34,30,34,30,30,30,30,30,35,33,34,35,33,30,30,34
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",41,45,53,56,59,61,65,61,58,63,66,65,69,70,67,63,62,62,67,53,52,52,55,53,50,52,47,51,49,47,47,46,42,46,51,47,50,53,58,54,59,54,57,52
TSCO,Tractor Supply,Consumer Discretionary,Specialty Stores,"Brentwood, Tennessee",58,58,41,46,44,48,50,46,49,48,45,44,46,43,41,42,46,48,45,46,50,49,46,51,53,54,52,54,57,62,59,62,67,64,59,55,50,48,48,50,54,50,49,47
TT,Trane Technologies,Industrials,Building Products,"Dublin, Ireland",53,50,52,53,58,60,55,58,58,58,54,58,59,63,63,68,68,68,64,66,64,62,57,59,64,67,70,70,70,66,70,65,61,61,65,62,65,62,57,61,61,65,66,64
TDG,TransDigm Group,Industrials,Aerospace & Defense,"Cleveland, Ohio",59,62,49,50,53,51,52,51,49,51,50,54,57,55,54,53,48,46,42,50,47,51,49,47,42,39,44,43,39,42,40,36,34,31,31,30,30,30,30,34,33,30,35,34
TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,"New York City, New York",57,61,56,57,58,53,49,44,49,47,45,43,38,42,39,37,40,37,34,35,33,38,35,37,38,43,38,43,41,46,45,41,38,38,34,39,39,42,42,47,46,49,54,54
TRMB,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,"Westminster, Colorado",60,56,55,54,53,56,56,60,63,63,64,64,69,65,63,62,59,57,55,65,67,63,68,64,61,60,57,56,56,55,53,56,58,53,51,53,51,52,53,49,51,48,48,45
TFC,Truist,Financials,Regional Banks,"Charlotte, North Carolina",55,60,60,57,54,52,57,53,49,48,52,49,53,48,48,52,52,52,55,49,52,54,57,60,59,60,56,56,57,54,53,50,46,47,43,45,46,43,45,48,52,48,43,40
TYL,Tyler Technologies,Information Technology,Application Software,"Plano, Texas",53,55,51,52,47,50,47,46,46,44,44,49,49,50,45,46,41,39,41,45,48,52,53,57,52,48,49,46,51,47,46,42,38,38,37,35,34,31,30,30,30,30,30,31
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",46,43,55,55,54,58,61,61,59,63,62,66,65,67,69,65,70,70,65,70,70,70,70,66,63,58,57,53,57,57,54,57,55,57,58,59,61,62,60,64,67,70,69,68
USB,U.S. Bank,Financials,Diversified Banks,"Minneapolis, Minnesota",47,47,45,44,39,42,44,48,48,46,44,42,41,46,44,46,48,48,44,54,53,49,44,42,47,42,43,41,38,42,46,51,54,53,49,47,47,43,44,46,46,43,48,44
UDR,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,"Highlands Ranch, Colorado",55,56,62,57,61,60,61,64,63,59,62,65,64,64,63,62,58,54,49,57,57,59,61,59,58,59,54,57,57,60,64,67,70,70,68,70,67,66,62,57,53,54,52,54
ULTA,Ulta Beauty,Consumer Discretionary,Specialty Stores,"Bolingbrook, Illinois",50,51,49,54,52,57,61,66,64,59,60,59,61,58,59,64,64,67,64,65,65,69,64,62,59,58,58,56,51,47,47,44,39,39,34,38,36,39,40,35,37,38,34,37
UNP,Union Pacific Corporation,Industrials,Rail Transportation,"Omaha, Nebraska",42,41,60,57,54,54,58,63,63,58,56,57,53,50,47,44,39,36,31,44,44,43,45,46,42,43,41,36,40,36,38,39,40,44,40,38,36,36,40,35,30,32,30,30
UAL,United Airlines Holdings,Industrials,Passenger Airlines,"Chicago, Illinois",43,40,64,69,70,65,64,68,64,63,63,60,57,56,57,60,57,60,55,64,66,69,68,70,70,67,69,70,68,65,60,61,62,65,61,64,60,62,64,63,59,62,58,53
UPS,United Parcel Service,Industrials,Air Freight & Logistics,"Sandy Springs, Georgia",54,54,41,36,31,30,34,37,34,39,41,45,46,50,49,47,46,46,41,39,44,45,43,42,44,42,41,37,33,38,37,39,39,42,42,40,44,45,43,48,47,44,43,39
URI,United Rentals,Industrials,Trading Companies & Distributors,"Stamford, Connecticut",48,44,48,52,56,60,58,53,58,63,64,64,59,54,50,46,51,49,49,52,55,50,54,55,57,54,50,50,54,58,55,60,64,65,66,70,70,70,70,69,64,61,56,53
UNH,UnitedHealth Group,Health Care,Managed Health Care,"Minnetonka, Minnesota",40,37,48,45,50,46,46,46,47,48,50,47,49,49,46,46,49,48,50,47,42,45,48,53,57,61,57,57,56,55,59,59,54,57,60,58,55,56,55,52,48,46,46,44
UHS,Universal Health Services,Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",44,46,53,50,47,47,42,38,37,37,34,31,30,31,32,30,30,34,36,35,36,40,45,47,48,53,52,54,58,59,62,60,55,55,50,49,53,54,56,57,53,58,53,54
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas",48,51,60,56,61,64,66,66,70,70,66,63,58,61,64,59,61,58,62,58,54,58,56,55,60,65,67,64,66,70,67,63,59,59,60,55,60,61,65,65,60,56,58,53
VTR,Ventas,Real Estate,Health Care REITs,"Chicago, Illinois",60,60,47,42,46,46,46,51,47,49,48,47,47,48,47,51,46,45,44,43,45,45,48,46,43,48,45,42,47,43,38,37,37,38,39,39,41,37,33,31,35,35,36,31
VLTO,Veralto,Industrials,Environmental & Facilities Services,"Waltham, Massachusetts",59,63,46,48,43,39,39,44,40,35,33,38,37,33,33,30,30,30,30,30,30,30,32,33,30,32,36,32,30,32,31,33,37,37,36,36,36,36,38,40,38,43,48,45
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,"Dulles, Virginia",57,62,49,47,43,43,48,50,48,51,50,48,47,45,43,45,44,46,42,44,44,49,51,46,41,42,37,37,40,41,46,43,48,43,48,47,52,51,55,50,49,44,45,41
VRSK,Verisk,Industrials,Research & Consulting Services,"Jersey City, New Jersey",47,48,49,45,50,46,42,46,45,43,39,37,32,30,30,31,35,36,36,39,41,44,44,47,52,53,48,47,50,45,47,50,47,49,46,43,42,45,42,38,42,44,45,50
VZ,Verizon,Communication Services,Integrated Telecommunication Services,"New York City, New York",51,48,59,64,69,70,69,70,66,61,64,61,63,67,67,69,70,70,70,70,70,70,70,65,70,66,70,67,68,70,68,67,63,62,59,64,68,63,66,68,68,64,63,62
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,"Cambridge, Massachusetts",47,47,61,56,59,54,52,55,53,50,50,50,48,50,48,53,57,60,63,52,52,48,50,51,54,54,51,55,54,58,57,56,52,57,60,56,53,57,53,52,47,42,40,36
VFC,VF Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Denver, Colorado",57,56,38,34,39,43,47,46,45,45,46,50,54,50,50,48,47,44,46,41,41,43,42,38,34,37,33,31,30,35,38,43,43,45,48,47,46,51,47,44,42,46,41,41
VTRS,Viatris,Health Care,Pharmaceuticals,"Pittsburgh, Pennsylvania",56,51,31,34,32,30,30,33,30,30,30,30,33,31,34,34,31,32,30,34,30,33,31,30,32,37,32,30,30,30,30,35,31,34,32,30,30,30,35,36,35,38,38,40
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,"New York City, New York",60,58,52,48,43,44,39,42,45,41,41,36,32,30,33,34,33,34,30,36,35,38,36,34,35,32,30,35,34,38,39,35,37,36,35,35,34,39,38,37,38,42,39,38
V,Visa Inc.,Financials,Transaction & Payment Processing Services,"San Francisco, California",55,55,35,30,30,30,32,35,35,31,33,31,30,30,30,31,35,40,36,43,45,50,50,50,55,57,55,51,55,50,54,58,59,58,57,61,56,53,56,61,65,70,65,60
VMC,Vulcan Materials Company,Materials,Construction Materials,"Birmingham, Alabama",58,56,64,61,62,67,67,62,67,65,62,59,56,51,50,52,55,50,48,49,53,52,55,57,52,54,55,51,49,53,56,60,62,61,65,70,65,69,64,66,68,67,69,70
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,"Pittsburgh, Pennsylvania",55,54,53,56,56,61,63,60,64,62,67,62,62,61,63,64,69,67,70,63,66,62,62,59,57,54,53,57,58,56,59,63,59,61,64,64,65,64,64,65,70,70,70,70
WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,"Deerfield, Illinois",51,49,56,60,58,56,54,58,55,58,59,62,59,62,62,62,62,61,62,67,67,70,69,70,70,66,61,66,68,64,66,68,63,68,68,65,65,66,61,65,64,65,66,70
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,"Bentonville, Arkansas",46,45,48,45,42,39,42,44,44,43,38,43,41,40,45,47,43,41,39,42,47,44,44,39,40,44,40,44,49,46,43,46,47,46,42,41,40,44,42,38,43,42,45,45
WBD,Warner Bros. Discovery,Communication Services,Broadcasting,"New York City, New York",58,56,50,51,53,57,57,59,63,68,68,69,70,70,67,63,64,68,68,69,70,67,68,67,66,65,64,63,63,60,61,64,60,65,64,64,68,67,66,69,65,69,70,68
WM,Waste Management,Industrials,Environmental & Facilities Services,"Houston, Texas",47,44,41,44,42,38,33,38,40,42,39,36,39,38,43,40,44,47,48,39,44,45,46,42,46,47,52,48,51,48,47,46,47,43,44,41,45,46,45,50,54,54,55,59
WAT,Waters Corporation,Health Care,Health Care Distributors,"Milford, Massachusetts",40,40,61,61,58,63,61,61,57,62,65,62,61,62,66,66,69,70,67,68,70,66,65,67,65,69,70,70,70,65,62,60,59,60,65,61,62,67,70,70,67,66,61,57
WEC,WEC Energy Group,Utilities,Electric Utilities,"Milwaukee, Wisconsin",47,49,49,44,49,53,52,50,50,48,53,54,49,51,51,49,44,45,46,47,47,48,43,39,38,43,40,40,44,48,48,46,46,49,47,48,50,54,55,53,50,51,53,50
WFC,Wells Fargo,Financials,Diversified Banks,"San Francisco, California",40,39,46,46,42,46,41,43,45,50,54,49,48,50,50,53,52,57,60,61,60,59,54,49,49,44,39,40,37,38,43,40,38,36,35,34,37,33,33,36,41,41,36,35
WELL,Welltower,Real Estate,Health Care REITs,"Toledo, Ohio",45,47,47,51,48,47,49,52,54,58,60,65,65,67,62,58,59,62,65,70,68,65,63,63,66,61,56,51,53,56,60,60,59,58,59,61,57,58,56,59,60,58,61,64
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,"Exton, Pennsylvania",60,55,55,54,50,52,50,47,49,44,44,39,40,35,35,34,35,39,42,39,38,38,37,37,38,42,46,51,54,52,47,46,42,40,44,41,38,35,36,33,31,35,32,35
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",41,37,50,50,48,45,47,42,47,51,53,52,56,55,55,56,58,62,63,61,58,56,52,52,50,51,56,53,52,52,56,57,55,57,57,57,58,60,60,56,54,50,53,51
WRK,WestRock,Materials,Paper & Plastic Packaging Products & Materials,"Atlanta, Georgia",52,50,48,51,54,50,49,48,52,51,49,44,43,47,51,53,55,50,55,56,52,49,44,44,47,49,46,50,45,50,46,50,51,50,53,57,57,57,57,60,59,60,56,53
WY,Weyerhaeuser,Real Estate,Timber REITs,"Seattle, Washington",51,48,49,48,49,50,52,50,49,50,45,46,45,47,51,55,53,57,59,56,55,55,56,56,57,52,53,54,49,52,55,53,55,59,54,58,60,55,50,51,56,53,57,61
WHR,Whirlpool Corporation,Consumer Discretionary,Household Appliances,"Benton Harbor, Michigan",49,46,40,42,42,47,47,48,50,51,52,50,52,53,56,56,52,53,54,58,61,65,66,63,67,66,65,62,64,64,66,70,70,70,70,68,69,70,70,69,70,70,68,70
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",51,51,65,70,65,65,68,67,66,64,69,69,64,68,68,68,70,69,66,66,68,63,61,58,54,49,54,56,60,60,63,62,57,60,57,60,60,65,63,68,68,70,68,70
WTW,Willis Towers Watson,Financials,Insurance Brokers,"London, United Kingdom",52,51,51,56,57,60,61,65,60,62,67,62,65,64,66,62,64,67,63,70,65,62,57,59,59,55,54,53,58,54,59,63,68,63,66,66,69,70,69,69,66,69,67,64
GWW,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,"Lake Forest, Illinois",50,55,44,39,39,38,42,38,39,40,43,47,47,50,52,50,50,54,53,54,50,50,52,47,44,39,35,34,39,38,41,39,35,34,32,30,33,34,38,40,36,41,45,42
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",55,53,67,70,70,69,70,68,65,63,59,57,60,55,57,55,58,63,60,65,64,67,68,66,62,59,54,51,47,52,52,50,51,49,47,43,39,36,35,39,35,37,37,42
XEL,Xcel Energy,Utilities,Multi-Utilities,"Minneapolis, Minnesota",48,53,62,61,60,60,62,63,58,59,60,60,64,65,63,64,68,70,68,70,67,68,70,69,65,64,67,67,62,61,58,59,55,53,49,51,55,51,52,47,46,48,44,43
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,"White Plains, New York",40,41,49,52,49,48,51,48,46,44,47,50,52,55,56,60,59,57,58,54,54,54,49,50,45,48,46,44,39,34,34,35,36,33,30,35,34,30,30,30,34,36,39,44
YUM,Yum! Brands,Consumer Discretionary,Restaurants,"Louisville, Kentucky",48,52,58,56,61,66,64,59,55,56,56,52,50,55,52,52,49,51,50,42,46,47,46,45,45,44,44,43,46,45,48,51,46,42,38,34,36,31,35,34,38,39,42,41
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois",40,38,55,53,55,60,55,59,59,59,61,58,62,60,62,62,62,57,58,57,60,62,67,69,64,64,61,64,62,62,60,64,62,63,64,66,70,69,64,69,69,68,64,63
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,"Warsaw, Indiana",46,51,47,45,47,43,45,47,47,46,43,38,36,31,36,37,41,39,38,45,46,47,42,45,45,42,46,44,45,43,40,35,30,30,33,31,30,34,32,36,31,36,31,34
ZION,Zions Bancorporation,Financials,Regional Banks,"Salt Lake City, Utah",55,59,52,48,53,50,52,50,54,49,47,45,41,44,49,46,45,47,43,54,49,52,48,48,43,40,38,39,44,49,44,45,43,38,40,40,45,49,44,48,45,41,43,43
ZTS,Zoetis,Health Care,Pharmaceuticals,"Parsippany, New Jersey",53,56,53,50,52,47,52,49,46,51,52,53,52,52,51,54,57,52,48,53,48,48,48,43,42,41,46,51,53,50,47,42,40,44,48,45,42,44,39,44,48,46,45,49
